Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.5	Node1	1	internal://	InInterests	0	0	0	0
0.5	Node1	1	internal://	OutInterests	0	0	0	0
0.5	Node1	1	internal://	InData	0	0	0	0
0.5	Node1	1	internal://	OutData	0	0	0	0
0.5	Node1	1	internal://	InNacks	0	0	0	0
0.5	Node1	1	internal://	OutNacks	0	0	0	0
0.5	Node1	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node1	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node1	1	internal://	OutSatisfiedInterests	8	0	5	0
0.5	Node1	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node1	2	internal://	InInterests	0	0	0	0
0.5	Node1	2	internal://	OutInterests	0	0	0	0
0.5	Node1	2	internal://	InData	0	0	0	0
0.5	Node1	2	internal://	OutData	0	0	0	0
0.5	Node1	2	internal://	InNacks	0	0	0	0
0.5	Node1	2	internal://	OutNacks	0	0	0	0
0.5	Node1	2	internal://	InSatisfiedInterests	8	0	5	0
0.5	Node1	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node1	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node1	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node1	-1	all	SatisfiedInterests	8	0	5	0
0.5	Node1	-1	all	TimedOutInterests	0	0	0	0
0.5	Node2	1	internal://	InInterests	0	0	0	0
0.5	Node2	1	internal://	OutInterests	0	0	0	0
0.5	Node2	1	internal://	InData	0	0	0	0
0.5	Node2	1	internal://	OutData	0	0	0	0
0.5	Node2	1	internal://	InNacks	0	0	0	0
0.5	Node2	1	internal://	OutNacks	0	0	0	0
0.5	Node2	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node2	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node2	1	internal://	OutSatisfiedInterests	6.4	0	4	0
0.5	Node2	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node2	2	internal://	InInterests	0	0	0	0
0.5	Node2	2	internal://	OutInterests	0	0	0	0
0.5	Node2	2	internal://	InData	0	0	0	0
0.5	Node2	2	internal://	OutData	0	0	0	0
0.5	Node2	2	internal://	InNacks	0	0	0	0
0.5	Node2	2	internal://	OutNacks	0	0	0	0
0.5	Node2	2	internal://	InSatisfiedInterests	6.4	0	4	0
0.5	Node2	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node2	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node2	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node2	-1	all	SatisfiedInterests	6.4	0	4	0
0.5	Node2	-1	all	TimedOutInterests	0	0	0	0
0.5	Node3	1	internal://	InInterests	0	0	0	0
0.5	Node3	1	internal://	OutInterests	0	0	0	0
0.5	Node3	1	internal://	InData	0	0	0	0
0.5	Node3	1	internal://	OutData	0	0	0	0
0.5	Node3	1	internal://	InNacks	0	0	0	0
0.5	Node3	1	internal://	OutNacks	0	0	0	0
0.5	Node3	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node3	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node3	1	internal://	OutSatisfiedInterests	6.4	0	4	0
0.5	Node3	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node3	2	internal://	InInterests	0	0	0	0
0.5	Node3	2	internal://	OutInterests	0	0	0	0
0.5	Node3	2	internal://	InData	0	0	0	0
0.5	Node3	2	internal://	OutData	0	0	0	0
0.5	Node3	2	internal://	InNacks	0	0	0	0
0.5	Node3	2	internal://	OutNacks	0	0	0	0
0.5	Node3	2	internal://	InSatisfiedInterests	6.4	0	4	0
0.5	Node3	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node3	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node3	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node3	-1	all	SatisfiedInterests	6.4	0	4	0
0.5	Node3	-1	all	TimedOutInterests	0	0	0	0
0.5	Node4	1	internal://	InInterests	0	0	0	0
0.5	Node4	1	internal://	OutInterests	0	0	0	0
0.5	Node4	1	internal://	InData	0	0	0	0
0.5	Node4	1	internal://	OutData	0	0	0	0
0.5	Node4	1	internal://	InNacks	0	0	0	0
0.5	Node4	1	internal://	OutNacks	0	0	0	0
0.5	Node4	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node4	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node4	1	internal://	OutSatisfiedInterests	8	0	5	0
0.5	Node4	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node4	2	internal://	InInterests	0	0	0	0
0.5	Node4	2	internal://	OutInterests	0	0	0	0
0.5	Node4	2	internal://	InData	0	0	0	0
0.5	Node4	2	internal://	OutData	0	0	0	0
0.5	Node4	2	internal://	InNacks	0	0	0	0
0.5	Node4	2	internal://	OutNacks	0	0	0	0
0.5	Node4	2	internal://	InSatisfiedInterests	8	0	5	0
0.5	Node4	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node4	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node4	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node4	-1	all	SatisfiedInterests	8	0	5	0
0.5	Node4	-1	all	TimedOutInterests	0	0	0	0
0.5	Node5	1	internal://	InInterests	0	0	0	0
0.5	Node5	1	internal://	OutInterests	0	0	0	0
0.5	Node5	1	internal://	InData	0	0	0	0
0.5	Node5	1	internal://	OutData	0	0	0	0
0.5	Node5	1	internal://	InNacks	0	0	0	0
0.5	Node5	1	internal://	OutNacks	0	0	0	0
0.5	Node5	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node5	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node5	1	internal://	OutSatisfiedInterests	6.4	0	4	0
0.5	Node5	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node5	2	internal://	InInterests	0	0	0	0
0.5	Node5	2	internal://	OutInterests	0	0	0	0
0.5	Node5	2	internal://	InData	0	0	0	0
0.5	Node5	2	internal://	OutData	0	0	0	0
0.5	Node5	2	internal://	InNacks	0	0	0	0
0.5	Node5	2	internal://	OutNacks	0	0	0	0
0.5	Node5	2	internal://	InSatisfiedInterests	6.4	0	4	0
0.5	Node5	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node5	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node5	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node5	-1	all	SatisfiedInterests	6.4	0	4	0
0.5	Node5	-1	all	TimedOutInterests	0	0	0	0
0.5	Node6	1	internal://	InInterests	0	0	0	0
0.5	Node6	1	internal://	OutInterests	0	0	0	0
0.5	Node6	1	internal://	InData	0	0	0	0
0.5	Node6	1	internal://	OutData	0	0	0	0
0.5	Node6	1	internal://	InNacks	0	0	0	0
0.5	Node6	1	internal://	OutNacks	0	0	0	0
0.5	Node6	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node6	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node6	1	internal://	OutSatisfiedInterests	6.4	0	4	0
0.5	Node6	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node6	2	internal://	InInterests	0	0	0	0
0.5	Node6	2	internal://	OutInterests	0	0	0	0
0.5	Node6	2	internal://	InData	0	0	0	0
0.5	Node6	2	internal://	OutData	0	0	0	0
0.5	Node6	2	internal://	InNacks	0	0	0	0
0.5	Node6	2	internal://	OutNacks	0	0	0	0
0.5	Node6	2	internal://	InSatisfiedInterests	6.4	0	4	0
0.5	Node6	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node6	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node6	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node6	-1	all	SatisfiedInterests	6.4	0	4	0
0.5	Node6	-1	all	TimedOutInterests	0	0	0	0
0.5	Node7	1	internal://	InInterests	0	0	0	0
0.5	Node7	1	internal://	OutInterests	0	0	0	0
0.5	Node7	1	internal://	InData	0	0	0	0
0.5	Node7	1	internal://	OutData	0	0	0	0
0.5	Node7	1	internal://	InNacks	0	0	0	0
0.5	Node7	1	internal://	OutNacks	0	0	0	0
0.5	Node7	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node7	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node7	1	internal://	OutSatisfiedInterests	17.6	0	11	0
0.5	Node7	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node7	2	internal://	InInterests	0	0	0	0
0.5	Node7	2	internal://	OutInterests	0	0	0	0
0.5	Node7	2	internal://	InData	0	0	0	0
0.5	Node7	2	internal://	OutData	0	0	0	0
0.5	Node7	2	internal://	InNacks	0	0	0	0
0.5	Node7	2	internal://	OutNacks	0	0	0	0
0.5	Node7	2	internal://	InSatisfiedInterests	17.6	0	11	0
0.5	Node7	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node7	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node7	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node7	-1	all	SatisfiedInterests	17.6	0	11	0
0.5	Node7	-1	all	TimedOutInterests	0	0	0	0
0.5	Node8	1	internal://	InInterests	0	0	0	0
0.5	Node8	1	internal://	OutInterests	0	0	0	0
0.5	Node8	1	internal://	InData	0	0	0	0
0.5	Node8	1	internal://	OutData	0	0	0	0
0.5	Node8	1	internal://	InNacks	0	0	0	0
0.5	Node8	1	internal://	OutNacks	0	0	0	0
0.5	Node8	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node8	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node8	1	internal://	OutSatisfiedInterests	35.2	0	22	0
0.5	Node8	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node8	2	internal://	InInterests	0	0	0	0
0.5	Node8	2	internal://	OutInterests	0	0	0	0
0.5	Node8	2	internal://	InData	0	0	0	0
0.5	Node8	2	internal://	OutData	0	0	0	0
0.5	Node8	2	internal://	InNacks	0	0	0	0
0.5	Node8	2	internal://	OutNacks	0	0	0	0
0.5	Node8	2	internal://	InSatisfiedInterests	35.2	0	22	0
0.5	Node8	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node8	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node8	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node8	-1	all	SatisfiedInterests	35.2	0	22	0
0.5	Node8	-1	all	TimedOutInterests	0	0	0	0
0.5	Node9	1	internal://	InInterests	0	0	0	0
0.5	Node9	1	internal://	OutInterests	0	0	0	0
0.5	Node9	1	internal://	InData	0	0	0	0
0.5	Node9	1	internal://	OutData	0	0	0	0
0.5	Node9	1	internal://	InNacks	0	0	0	0
0.5	Node9	1	internal://	OutNacks	0	0	0	0
0.5	Node9	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node9	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node9	1	internal://	OutSatisfiedInterests	19.2	0	12	0
0.5	Node9	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node9	2	internal://	InInterests	0	0	0	0
0.5	Node9	2	internal://	OutInterests	0	0	0	0
0.5	Node9	2	internal://	InData	0	0	0	0
0.5	Node9	2	internal://	OutData	0	0	0	0
0.5	Node9	2	internal://	InNacks	0	0	0	0
0.5	Node9	2	internal://	OutNacks	0	0	0	0
0.5	Node9	2	internal://	InSatisfiedInterests	19.2	0	12	0
0.5	Node9	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node9	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node9	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node9	-1	all	SatisfiedInterests	19.2	0	12	0
0.5	Node9	-1	all	TimedOutInterests	0	0	0	0
0.5	Node10	1	internal://	InInterests	0	0	0	0
0.5	Node10	1	internal://	OutInterests	0	0	0	0
0.5	Node10	1	internal://	InData	0	0	0	0
0.5	Node10	1	internal://	OutData	0	0	0	0
0.5	Node10	1	internal://	InNacks	0	0	0	0
0.5	Node10	1	internal://	OutNacks	0	0	0	0
0.5	Node10	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node10	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node10	1	internal://	OutSatisfiedInterests	30.4	0	19	0
0.5	Node10	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node10	2	internal://	InInterests	0	0	0	0
0.5	Node10	2	internal://	OutInterests	0	0	0	0
0.5	Node10	2	internal://	InData	0	0	0	0
0.5	Node10	2	internal://	OutData	0	0	0	0
0.5	Node10	2	internal://	InNacks	0	0	0	0
0.5	Node10	2	internal://	OutNacks	0	0	0	0
0.5	Node10	2	internal://	InSatisfiedInterests	30.4	0	19	0
0.5	Node10	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node10	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node10	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node10	-1	all	SatisfiedInterests	30.4	0	19	0
0.5	Node10	-1	all	TimedOutInterests	0	0	0	0
0.5	Node11	1	internal://	InInterests	0	0	0	0
0.5	Node11	1	internal://	OutInterests	0	0	0	0
0.5	Node11	1	internal://	InData	0	0	0	0
0.5	Node11	1	internal://	OutData	0	0	0	0
0.5	Node11	1	internal://	InNacks	0	0	0	0
0.5	Node11	1	internal://	OutNacks	0	0	0	0
0.5	Node11	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node11	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node11	1	internal://	OutSatisfiedInterests	57.6	0	36	0
0.5	Node11	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node11	2	internal://	InInterests	0	0	0	0
0.5	Node11	2	internal://	OutInterests	0	0	0	0
0.5	Node11	2	internal://	InData	0	0	0	0
0.5	Node11	2	internal://	OutData	0	0	0	0
0.5	Node11	2	internal://	InNacks	0	0	0	0
0.5	Node11	2	internal://	OutNacks	0	0	0	0
0.5	Node11	2	internal://	InSatisfiedInterests	57.6	0	36	0
0.5	Node11	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node11	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node11	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node11	-1	all	SatisfiedInterests	57.6	0	36	0
0.5	Node11	-1	all	TimedOutInterests	0	0	0	0
0.5	Node12	1	internal://	InInterests	0	0	0	0
0.5	Node12	1	internal://	OutInterests	0	0	0	0
0.5	Node12	1	internal://	InData	0	0	0	0
0.5	Node12	1	internal://	OutData	0	0	0	0
0.5	Node12	1	internal://	InNacks	0	0	0	0
0.5	Node12	1	internal://	OutNacks	0	0	0	0
0.5	Node12	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node12	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node12	1	internal://	OutSatisfiedInterests	32	0	20	0
0.5	Node12	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node12	2	internal://	InInterests	0	0	0	0
0.5	Node12	2	internal://	OutInterests	0	0	0	0
0.5	Node12	2	internal://	InData	0	0	0	0
0.5	Node12	2	internal://	OutData	0	0	0	0
0.5	Node12	2	internal://	InNacks	0	0	0	0
0.5	Node12	2	internal://	OutNacks	0	0	0	0
0.5	Node12	2	internal://	InSatisfiedInterests	32	0	20	0
0.5	Node12	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node12	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node12	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node12	-1	all	SatisfiedInterests	32	0	20	0
0.5	Node12	-1	all	TimedOutInterests	0	0	0	0
0.5	Node13	1	internal://	InInterests	0	0	0	0
0.5	Node13	1	internal://	OutInterests	0	0	0	0
0.5	Node13	1	internal://	InData	0	0	0	0
0.5	Node13	1	internal://	OutData	0	0	0	0
0.5	Node13	1	internal://	InNacks	0	0	0	0
0.5	Node13	1	internal://	OutNacks	0	0	0	0
0.5	Node13	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node13	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node13	1	internal://	OutSatisfiedInterests	27.2	0	17	0
0.5	Node13	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node13	2	internal://	InInterests	0	0	0	0
0.5	Node13	2	internal://	OutInterests	0	0	0	0
0.5	Node13	2	internal://	InData	0	0	0	0
0.5	Node13	2	internal://	OutData	0	0	0	0
0.5	Node13	2	internal://	InNacks	0	0	0	0
0.5	Node13	2	internal://	OutNacks	0	0	0	0
0.5	Node13	2	internal://	InSatisfiedInterests	27.2	0	17	0
0.5	Node13	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node13	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node13	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node13	-1	all	SatisfiedInterests	27.2	0	17	0
0.5	Node13	-1	all	TimedOutInterests	0	0	0	0
0.5	Node14	1	internal://	InInterests	0	0	0	0
0.5	Node14	1	internal://	OutInterests	0	0	0	0
0.5	Node14	1	internal://	InData	0	0	0	0
0.5	Node14	1	internal://	OutData	0	0	0	0
0.5	Node14	1	internal://	InNacks	0	0	0	0
0.5	Node14	1	internal://	OutNacks	0	0	0	0
0.5	Node14	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node14	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node14	1	internal://	OutSatisfiedInterests	33.6	0	21	0
0.5	Node14	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node14	2	internal://	InInterests	0	0	0	0
0.5	Node14	2	internal://	OutInterests	0	0	0	0
0.5	Node14	2	internal://	InData	0	0	0	0
0.5	Node14	2	internal://	OutData	0	0	0	0
0.5	Node14	2	internal://	InNacks	0	0	0	0
0.5	Node14	2	internal://	OutNacks	0	0	0	0
0.5	Node14	2	internal://	InSatisfiedInterests	33.6	0	21	0
0.5	Node14	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node14	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node14	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node14	-1	all	SatisfiedInterests	33.6	0	21	0
0.5	Node14	-1	all	TimedOutInterests	0	0	0	0
0.5	Node15	1	internal://	InInterests	0	0	0	0
0.5	Node15	1	internal://	OutInterests	0	0	0	0
0.5	Node15	1	internal://	InData	0	0	0	0
0.5	Node15	1	internal://	OutData	0	0	0	0
0.5	Node15	1	internal://	InNacks	0	0	0	0
0.5	Node15	1	internal://	OutNacks	0	0	0	0
0.5	Node15	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node15	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node15	1	internal://	OutSatisfiedInterests	25.6	0	16	0
0.5	Node15	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node15	2	internal://	InInterests	0	0	0	0
0.5	Node15	2	internal://	OutInterests	0	0	0	0
0.5	Node15	2	internal://	InData	0	0	0	0
0.5	Node15	2	internal://	OutData	0	0	0	0
0.5	Node15	2	internal://	InNacks	0	0	0	0
0.5	Node15	2	internal://	OutNacks	0	0	0	0
0.5	Node15	2	internal://	InSatisfiedInterests	25.6	0	16	0
0.5	Node15	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node15	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node15	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node15	-1	all	SatisfiedInterests	25.6	0	16	0
0.5	Node15	-1	all	TimedOutInterests	0	0	0	0
0.5	Node16	1	internal://	InInterests	0	0	0	0
0.5	Node16	1	internal://	OutInterests	0	0	0	0
0.5	Node16	1	internal://	InData	0	0	0	0
0.5	Node16	1	internal://	OutData	0	0	0	0
0.5	Node16	1	internal://	InNacks	0	0	0	0
0.5	Node16	1	internal://	OutNacks	0	0	0	0
0.5	Node16	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node16	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node16	1	internal://	OutSatisfiedInterests	12.8	0	8	0
0.5	Node16	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node16	2	internal://	InInterests	0	0	0	0
0.5	Node16	2	internal://	OutInterests	0	0	0	0
0.5	Node16	2	internal://	InData	0	0	0	0
0.5	Node16	2	internal://	OutData	0	0	0	0
0.5	Node16	2	internal://	InNacks	0	0	0	0
0.5	Node16	2	internal://	OutNacks	0	0	0	0
0.5	Node16	2	internal://	InSatisfiedInterests	12.8	0	8	0
0.5	Node16	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node16	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node16	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node16	-1	all	SatisfiedInterests	12.8	0	8	0
0.5	Node16	-1	all	TimedOutInterests	0	0	0	0
0.5	Node17	1	internal://	InInterests	0	0	0	0
0.5	Node17	1	internal://	OutInterests	0	0	0	0
0.5	Node17	1	internal://	InData	0	0	0	0
0.5	Node17	1	internal://	OutData	0	0	0	0
0.5	Node17	1	internal://	InNacks	0	0	0	0
0.5	Node17	1	internal://	OutNacks	0	0	0	0
0.5	Node17	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node17	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node17	1	internal://	OutSatisfiedInterests	12.8	0	8	0
0.5	Node17	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node17	2	internal://	InInterests	0	0	0	0
0.5	Node17	2	internal://	OutInterests	0	0	0	0
0.5	Node17	2	internal://	InData	0	0	0	0
0.5	Node17	2	internal://	OutData	0	0	0	0
0.5	Node17	2	internal://	InNacks	0	0	0	0
0.5	Node17	2	internal://	OutNacks	0	0	0	0
0.5	Node17	2	internal://	InSatisfiedInterests	12.8	0	8	0
0.5	Node17	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node17	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node17	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node17	-1	all	SatisfiedInterests	12.8	0	8	0
0.5	Node17	-1	all	TimedOutInterests	0	0	0	0
0.5	Node18	1	internal://	InInterests	0	0	0	0
0.5	Node18	1	internal://	OutInterests	0	0	0	0
0.5	Node18	1	internal://	InData	0	0	0	0
0.5	Node18	1	internal://	OutData	0	0	0	0
0.5	Node18	1	internal://	InNacks	0	0	0	0
0.5	Node18	1	internal://	OutNacks	0	0	0	0
0.5	Node18	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node18	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node18	1	internal://	OutSatisfiedInterests	12.8	0	8	0
0.5	Node18	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node18	2	internal://	InInterests	0	0	0	0
0.5	Node18	2	internal://	OutInterests	0	0	0	0
0.5	Node18	2	internal://	InData	0	0	0	0
0.5	Node18	2	internal://	OutData	0	0	0	0
0.5	Node18	2	internal://	InNacks	0	0	0	0
0.5	Node18	2	internal://	OutNacks	0	0	0	0
0.5	Node18	2	internal://	InSatisfiedInterests	11.2	0	7	0
0.5	Node18	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node18	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node18	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node18	256	internal://	InInterests	0	0	0	0
0.5	Node18	256	internal://	OutInterests	0	0	0	0
0.5	Node18	256	internal://	InData	0	0	0	0
0.5	Node18	256	internal://	OutData	0	0	0	0
0.5	Node18	256	internal://	InNacks	0	0	0	0
0.5	Node18	256	internal://	OutNacks	0	0	0	0
0.5	Node18	256	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node18	256	internal://	InTimedOutInterests	0	0	0	0
0.5	Node18	256	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node18	256	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node18	-1	all	SatisfiedInterests	12.8	0	8	0
0.5	Node18	-1	all	TimedOutInterests	0	0	0	0
0.5	Node19	1	internal://	InInterests	0	0	0	0
0.5	Node19	1	internal://	OutInterests	0	0	0	0
0.5	Node19	1	internal://	InData	0	0	0	0
0.5	Node19	1	internal://	OutData	0	0	0	0
0.5	Node19	1	internal://	InNacks	0	0	0	0
0.5	Node19	1	internal://	OutNacks	0	0	0	0
0.5	Node19	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node19	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node19	1	internal://	OutSatisfiedInterests	8	0	5	0
0.5	Node19	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node19	2	internal://	InInterests	0	0	0	0
0.5	Node19	2	internal://	OutInterests	0	0	0	0
0.5	Node19	2	internal://	InData	0	0	0	0
0.5	Node19	2	internal://	OutData	0	0	0	0
0.5	Node19	2	internal://	InNacks	0	0	0	0
0.5	Node19	2	internal://	OutNacks	0	0	0	0
0.5	Node19	2	internal://	InSatisfiedInterests	6.4	0	4	0
0.5	Node19	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node19	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node19	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node19	256	internal://	InInterests	0	0	0	0
0.5	Node19	256	internal://	OutInterests	0	0	0	0
0.5	Node19	256	internal://	InData	0	0	0	0
0.5	Node19	256	internal://	OutData	0	0	0	0
0.5	Node19	256	internal://	InNacks	0	0	0	0
0.5	Node19	256	internal://	OutNacks	0	0	0	0
0.5	Node19	256	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node19	256	internal://	InTimedOutInterests	0	0	0	0
0.5	Node19	256	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node19	256	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node19	-1	all	SatisfiedInterests	8	0	5	0
0.5	Node19	-1	all	TimedOutInterests	0	0	0	0
0.5	Node20	1	internal://	InInterests	0	0	0	0
0.5	Node20	1	internal://	OutInterests	0	0	0	0
0.5	Node20	1	internal://	InData	0	0	0	0
0.5	Node20	1	internal://	OutData	0	0	0	0
0.5	Node20	1	internal://	InNacks	0	0	0	0
0.5	Node20	1	internal://	OutNacks	0	0	0	0
0.5	Node20	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node20	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node20	1	internal://	OutSatisfiedInterests	8	0	5	0
0.5	Node20	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node20	2	internal://	InInterests	0	0	0	0
0.5	Node20	2	internal://	OutInterests	0	0	0	0
0.5	Node20	2	internal://	InData	0	0	0	0
0.5	Node20	2	internal://	OutData	0	0	0	0
0.5	Node20	2	internal://	InNacks	0	0	0	0
0.5	Node20	2	internal://	OutNacks	0	0	0	0
0.5	Node20	2	internal://	InSatisfiedInterests	8	0	5	0
0.5	Node20	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node20	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node20	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node20	-1	all	SatisfiedInterests	8	0	5	0
0.5	Node20	-1	all	TimedOutInterests	0	0	0	0
0.5	Node21	1	internal://	InInterests	0	0	0	0
0.5	Node21	1	internal://	OutInterests	0	0	0	0
0.5	Node21	1	internal://	InData	0	0	0	0
0.5	Node21	1	internal://	OutData	0	0	0	0
0.5	Node21	1	internal://	InNacks	0	0	0	0
0.5	Node21	1	internal://	OutNacks	0	0	0	0
0.5	Node21	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node21	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node21	1	internal://	OutSatisfiedInterests	6.4	0	4	0
0.5	Node21	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node21	2	internal://	InInterests	0	0	0	0
